hash,class_changed,method_changed,statement_changed,total_revision
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/trusthub/v1/SupportingDocumentDeleter.java, new_path=src/main/java/com/twilio/rest/trusthub/v1/SupportingDocumentDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/trusthub/v1/SupportingDocumentFetcher.java, new_path=src/main/java/com/twilio/rest/trusthub/v1/SupportingDocumentFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/trusthub/v1/SupportingDocumentTypeFetcher.java, new_path=src/main/java/com/twilio/rest/trusthub/v1/SupportingDocumentTypeFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/trusthub/v1/SupportingDocumentUpdater.java, new_path=src/main/java/com/twilio/rest/trusthub/v1/SupportingDocumentUpdater.java, old_lines=[54], new_lines=[54], category=ONE_TO_ONE)",5,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/trusthub/v1/TrustProductsDeleter.java, new_path=src/main/java/com/twilio/rest/trusthub/v1/TrustProductsDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/trusthub/v1/TrustProductsFetcher.java, new_path=src/main/java/com/twilio/rest/trusthub/v1/TrustProductsFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/trusthub/v1/TrustProductsUpdater.java, new_path=src/main/java/com/twilio/rest/trusthub/v1/TrustProductsUpdater.java, old_lines=[68], new_lines=[68], category=ONE_TO_ONE)",6,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/trusthub/v1/customerprofiles/CustomerProfilesChannelEndpointAssignmentCreator.java, new_path=src/main/java/com/twilio/rest/trusthub/v1/customerprofiles/CustomerProfilesChannelEndpointAssignmentCreator.java, old_lines=[54], new_lines=[54], category=ONE_TO_ONE)",5,1,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/trusthub/v1/customerprofiles/CustomerProfilesChannelEndpointAssignmentReader.java, new_path=src/main/java/com/twilio/rest/trusthub/v1/customerprofiles/CustomerProfilesChannelEndpointAssignmentReader.java, old_lines=[61], new_lines=[61], category=ONE_TO_ONE)",7,2,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/trusthub/v1/customerprofiles/CustomerProfilesEntityAssignmentsCreator.java, new_path=src/main/java/com/twilio/rest/trusthub/v1/customerprofiles/CustomerProfilesEntityAssignmentsCreator.java, old_lines=[48], new_lines=[48], category=ONE_TO_ONE)",5,2,2,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/trusthub/v1/customerprofiles/CustomerProfilesEntityAssignmentsReader.java, new_path=src/main/java/com/twilio/rest/trusthub/v1/customerprofiles/CustomerProfilesEntityAssignmentsReader.java, old_lines=[51], new_lines=[51], category=ONE_TO_ONE)",8,2,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/trusthub/v1/customerprofiles/CustomerProfilesEvaluationsCreator.java, new_path=src/main/java/com/twilio/rest/trusthub/v1/customerprofiles/CustomerProfilesEvaluationsCreator.java, old_lines=[48], new_lines=[48], category=ONE_TO_ONE)",5,2,2,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/trusthub/v1/customerprofiles/CustomerProfilesEvaluationsReader.java, new_path=src/main/java/com/twilio/rest/trusthub/v1/customerprofiles/CustomerProfilesEvaluationsReader.java, old_lines=[51], new_lines=[51], category=ONE_TO_ONE)",7,2,2,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/ServiceDeleter.java, new_path=src/main/java/com/twilio/rest/verify/v2/ServiceDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/ServiceFetcher.java, new_path=src/main/java/com/twilio/rest/verify/v2/ServiceFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/ServiceUpdater.java, new_path=src/main/java/com/twilio/rest/verify/v2/ServiceUpdater.java, old_lines=[127], new_lines=[127], category=ONE_TO_ONE)",8,6,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/VerificationAttemptFetcher.java, new_path=src/main/java/com/twilio/rest/verify/v2/VerificationAttemptFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/service/AccessTokenCreator.java, new_path=src/main/java/com/twilio/rest/verify/v2/service/AccessTokenCreator.java, old_lines=[64], new_lines=[64], category=ONE_TO_ONE)",5,2,2,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/service/EntityCreator.java, new_path=src/main/java/com/twilio/rest/verify/v2/service/EntityCreator.java, old_lines=[48], new_lines=[48], category=ONE_TO_ONE)",5,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/service/EntityReader.java, new_path=src/main/java/com/twilio/rest/verify/v2/service/EntityReader.java, old_lines=[51], new_lines=[51], category=ONE_TO_ONE)",7,1,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/service/MessagingConfigurationCreator.java, new_path=src/main/java/com/twilio/rest/verify/v2/service/MessagingConfigurationCreator.java, old_lines=[54], new_lines=[54], category=ONE_TO_ONE)",5,2,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/service/MessagingConfigurationReader.java, new_path=src/main/java/com/twilio/rest/verify/v2/service/MessagingConfigurationReader.java, old_lines=[51], new_lines=[51], category=ONE_TO_ONE)",7,2,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/service/RateLimitCreator.java, new_path=src/main/java/com/twilio/rest/verify/v2/service/RateLimitCreator.java, old_lines=[53], new_lines=[53], category=ONE_TO_ONE)",5,2,2,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/service/RateLimitReader.java, new_path=src/main/java/com/twilio/rest/verify/v2/service/RateLimitReader.java, old_lines=[51], new_lines=[51], category=ONE_TO_ONE)",7,1,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/service/VerificationCheckCreator.java, new_path=src/main/java/com/twilio/rest/verify/v2/service/VerificationCheckCreator.java, old_lines=[67], new_lines=[67], category=ONE_TO_ONE)",6,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/service/VerificationCreator.java, new_path=src/main/java/com/twilio/rest/verify/v2/service/VerificationCreator.java, old_lines=[118], new_lines=[118], category=ONE_TO_ONE)",8,2,2,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/service/WebhookCreator.java, new_path=src/main/java/com/twilio/rest/verify/v2/service/WebhookCreator.java, old_lines=[76], new_lines=[76], category=ONE_TO_ONE)",6,2,2,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/verify/v2/service/WebhookReader.java, new_path=src/main/java/com/twilio/rest/verify/v2/service/WebhookReader.java, old_lines=[51], new_lines=[51], category=ONE_TO_ONE)",7,1,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/video/v1/CompositionDeleter.java, new_path=src/main/java/com/twilio/rest/video/v1/CompositionDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/video/v1/CompositionFetcher.java, new_path=src/main/java/com/twilio/rest/video/v1/CompositionFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/video/v1/CompositionHookDeleter.java, new_path=src/main/java/com/twilio/rest/video/v1/CompositionHookDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/video/v1/CompositionHookFetcher.java, new_path=src/main/java/com/twilio/rest/video/v1/CompositionHookFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/video/v1/CompositionHookUpdater.java, new_path=src/main/java/com/twilio/rest/video/v1/CompositionHookUpdater.java, old_lines=[108], new_lines=[108], category=ONE_TO_ONE)",6,2,2,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/video/v1/RecordingDeleter.java, new_path=src/main/java/com/twilio/rest/video/v1/RecordingDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/video/v1/RecordingFetcher.java, new_path=src/main/java/com/twilio/rest/video/v1/RecordingFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/video/v1/RoomFetcher.java, new_path=src/main/java/com/twilio/rest/video/v1/RoomFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/video/v1/RoomUpdater.java, new_path=src/main/java/com/twilio/rest/video/v1/RoomUpdater.java, old_lines=[48], new_lines=[48], category=ONE_TO_ONE)",5,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/video/v1/room/ParticipantReader.java, new_path=src/main/java/com/twilio/rest/video/v1/room/ParticipantReader.java, old_lines=[72], new_lines=[72], category=ONE_TO_ONE)",7,1,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/video/v1/room/RecordingRulesFetcher.java, new_path=src/main/java/com/twilio/rest/video/v1/room/RecordingRulesFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/video/v1/room/RecordingRulesUpdater.java, new_path=src/main/java/com/twilio/rest/video/v1/room/RecordingRulesUpdater.java, old_lines=[49], new_lines=[49], category=ONE_TO_ONE)",5,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/video/v1/room/RoomRecordingReader.java, new_path=src/main/java/com/twilio/rest/video/v1/room/RoomRecordingReader.java, old_lines=[72], new_lines=[72], category=ONE_TO_ONE)",7,1,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/voice/v1/ByocTrunkDeleter.java, new_path=src/main/java/com/twilio/rest/voice/v1/ByocTrunkDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/voice/v1/ByocTrunkFetcher.java, new_path=src/main/java/com/twilio/rest/voice/v1/ByocTrunkFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/voice/v1/ByocTrunkUpdater.java, new_path=src/main/java/com/twilio/rest/voice/v1/ByocTrunkUpdater.java, old_lines=[106], new_lines=[106], category=ONE_TO_ONE)",6,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/voice/v1/ConnectionPolicyDeleter.java, new_path=src/main/java/com/twilio/rest/voice/v1/ConnectionPolicyDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/voice/v1/ConnectionPolicyFetcher.java, new_path=src/main/java/com/twilio/rest/voice/v1/ConnectionPolicyFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/voice/v1/ConnectionPolicyUpdater.java, new_path=src/main/java/com/twilio/rest/voice/v1/ConnectionPolicyUpdater.java, old_lines=[47], new_lines=[47], category=ONE_TO_ONE)",5,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/voice/v1/IpRecordDeleter.java, new_path=src/main/java/com/twilio/rest/voice/v1/IpRecordDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/voice/v1/IpRecordFetcher.java, new_path=src/main/java/com/twilio/rest/voice/v1/IpRecordFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/voice/v1/IpRecordUpdater.java, new_path=src/main/java/com/twilio/rest/voice/v1/IpRecordUpdater.java, old_lines=[47], new_lines=[47], category=ONE_TO_ONE)",5,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/voice/v1/SourceIpMappingDeleter.java, new_path=src/main/java/com/twilio/rest/voice/v1/SourceIpMappingDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/voice/v1/SourceIpMappingFetcher.java, new_path=src/main/java/com/twilio/rest/voice/v1/SourceIpMappingFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/voice/v1/SourceIpMappingUpdater.java, new_path=src/main/java/com/twilio/rest/voice/v1/SourceIpMappingUpdater.java, old_lines=[48], new_lines=[48], category=ONE_TO_ONE)",5,1,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/voice/v1/connectionpolicy/ConnectionPolicyTargetCreator.java, new_path=src/main/java/com/twilio/rest/voice/v1/connectionpolicy/ConnectionPolicyTargetCreator.java, old_lines=[75], new_lines=[75], category=ONE_TO_ONE)",6,2,2,175
